Country,Year,Population,Percent of Pop. Using Internet,Homicide Count per 100k,Homicide Rate per 100k,Pop. Change Indicator,Internet Use Change Indicator,Hom. Count Change Indicator,Hom. Rate Change Indicator,Avg. Change in Pop.,Avg. Change in Internet Use,Avg. Change in Hom. Count,Avg. Change in Hom. Rate,Region
Albania,2002,3051428.567,0.390081273,231,7.5,-1,1,1,1,-12683.06799999997,0.06428289600000003,23.0,0.7000000000000002,Europe
Albania,2003,3033658,0.971900415,144,4.6,-1,1,-1,-1,-17770.566999999806,0.5818191420000001,-87.0,-2.9000000000000004,Europe
Albania,2004,3014578,2.420387798,119,3.8,-1,1,-1,-1,-19080.0,1.4484873830000002,-25.0,-0.7999999999999998,Europe
Albania,2005,2992723.512,6.043890864,131,4.2,-1,1,1,1,-21854.487999999896,3.6235030659999996,12.0,0.40000000000000036,Europe
Albania,2006,2968027,9.609991316,87,2.8,-1,1,-1,-1,-24696.512000000104,3.5661004520000006,-44.0,-1.4000000000000004,Europe
Albania,2007,2940879.228,15.03611541,105,3.3,-1,1,1,1,-27147.77199999988,5.426124094,18.0,0.5,Europe
Albania,2008,2912559.007,23.86,93,2.9,-1,1,-1,-1,-28320.220999999903,8.823884589999999,-12.0,-0.3999999999999999,Europe
Albania,2009,2884301.048,41.2,85,2.7,-1,1,-1,-1,-28257.959000000264,17.340000000000003,-8.0,-0.19999999999999973,Europe
Albania,2010,2856672.173,45,127,4,-1,1,1,1,-27628.875,3.799999999999997,42.0,1.2999999999999998,Europe
Antigua and Barbuda,2001,76886,8.899285515,7,8.8,1,1,1,1,4576.0,2.4170597780000005,2.0,2.4000000000000004,Caribbean
Antigua and Barbuda,2002,78320,12.5,5,6.2,1,1,-1,-1,1434.0,3.6007144849999992,-2.0,-2.6000000000000005,Caribbean
Antigua and Barbuda,2003,79781,17.22864878,5,6.1,1,1,0,-1,1461.0,4.72864878,0.0,-0.10000000000000053,Caribbean
Antigua and Barbuda,2004,81270,24.26654372,4,4.8,1,1,-1,-1,1489.0,7.037894940000001,-1.0,-1.2999999999999998,Caribbean
Antigua and Barbuda,2005,82786,27,3,3.6,1,1,-1,-1,1516.0,2.7334562799999986,-1.0,-1.1999999999999997,Caribbean
Argentina,2000,37032000,7.038683086,2653,7.2,1,1,-1,-1,452708.6,1.3904812009999998,-14.0,-0.11999999999999993,South America
Argentina,2001,36260130,9.780807285,3048,8.2,-1,1,1,1,-771870.0,2.742124199,395.0,0.9999999999999991,South America
Argentina,2003,37869730,11.91369655,2876,7.6,1,1,-1,-1,804800.0,1.0664446324999997,-86.0,-0.2999999999999998,South America
Argentina,2004,38226051,16.03668411,2259,5.9,1,1,-1,-1,356321.0,4.12298756,-617.0,-1.6999999999999993,South America
Argentina,2005,38592150,17.72058337,2115,5.5,1,1,-1,-1,366099.0,1.6838992600000005,-144.0,-0.40000000000000036,South America
Argentina,2006,38970611,20.9272021,2052,5.3,1,1,-1,-1,378461.0,3.206618729999999,-63.0,-0.20000000000000018,South America
Argentina,2007,39356383,25.94663294,2071,5.3,1,1,1,0,385772.0,5.019430840000002,19.0,0.0,South America
Argentina,2009,40134425,34,1360,3.4,1,1,-1,-1,389021.0,4.02668353,-355.5,-0.95,South America
Armenia,1997,3785982,0.111650935,100,3.2,1,1,-1,-1,13016.0,0.029453906000000002,-8.0,-0.19999999999999996,Asia
Armenia,1998,3794735,0.128659478,93,3,1,1,-1,-1,8753.0,0.017008542999999987,-7.0,-0.20000000000000018,Asia
Armenia,1999,3800817,0.970737757,90,2.9,1,1,-1,-1,6082.0,0.842078279,-3.0,-0.10000000000000009,Asia
Armenia,2000,3802883,1.300470022,91,3,1,1,1,1,2066.0,0.3297322650000001,1.0,0.10000000000000009,Asia
Armenia,2001,3213011,1.631094667,88,2.9,-1,1,-1,-1,-589872.0,0.3306246449999999,-3.0,-0.10000000000000009,Asia
Armenia,2003,3211267,4.575217225,66,2.2,-1,1,-1,-1,-872.0,1.472061279,-11.0,-0.34999999999999987,Asia
Armenia,2004,3214030,4.899008571,83,2.7,1,1,1,1,2763.0,0.32379134600000015,17.0,0.5,Asia
Armenia,2005,3217534,5.252983352,58,1.9,1,1,-1,-1,3504.0,0.3539747809999998,-25.0,-0.8000000000000003,Asia
Armenia,2006,3221093.5,5.631787777,79,2.6,1,1,1,1,3559.5,0.3788044250000002,21.0,0.7000000000000002,Asia
Armenia,2007,3226520,6.021253397,77,2.5,1,1,-1,-1,5426.5,0.3894656199999993,-2.0,-0.10000000000000009,Asia
Armenia,2008,3234031,6.21,83,2.7,1,1,1,1,7511.0,0.18874660300000023,6.0,0.20000000000000018,Asia
Armenia,2009,3243729,15.3,83,2.7,1,1,0,0,9698.0,9.09,0.0,0.0,Asia
Armenia,2010,3249482,25,44,1.4,1,1,-1,-1,11506.0,9.7,-39.0,-1.3000000000000003,Asia
Australia,1996,17892423,3.27524987,312,1.7,-1,1,-1,-1,-161566.0,0.515595357,-14.0,-0.10000000000000009,Oceania
Australia,1997,18517564,16.36935838,321,1.7,1,1,1,0,206850.0,13.094108510000002,9.0,0.0,Oceania
Australia,1998,18750982,30.81323944,285,1.5,1,1,-1,-1,233418.0,14.443881059999999,-36.0,-0.19999999999999996,Oceania
Australia,1999,18925855,40.7837839,343,1.8,1,1,1,1,174873.0,9.970544460000003,58.0,0.30000000000000004,Oceania
Australia,2000,19157037,46.75611561,302,1.6,1,1,-1,-1,231182.0,5.972331709999999,-41.0,-0.19999999999999996,Oceania
Australia,2001,18769249,52.68926643,310,1.6,-1,1,1,0,-387788.0,5.933150820000002,8.0,0.0,Oceania
Australia,2006,19855287,66,281,1.4,1,1,-1,-1,93724.8,2.6621467139999995,-5.8,-0.040000000000000036,Oceania
Australia,2007,21017222,69.45,255,1.2,1,1,-1,-1,315734.0,3.450000000000003,-26.0,-0.19999999999999996,Oceania
Australia,2008,21498540,71.67,261,1.2,1,1,1,0,481318.0,2.219999999999999,6.0,0.0,Oceania
Australia,2009,21955256,74.25,263,1.2,1,1,1,0,456716.0,2.5799999999999983,2.0,0.0,Oceania
Australia,2010,22299775,76,229,1,1,1,-1,-1,344519.0,1.75,-34.0,-0.19999999999999996,Oceania
Austria,1996,8059385,6.909162353,99,1.2,1,1,1,1,12850.0,5.018951829000001,17.0,0.19999999999999996,Europe
Austria,1997,8072182,9.533974317,66,0.8,1,1,-1,-1,12797.0,2.624811964,-33.0,-0.3999999999999999,Europe
Austria,1998,8078449,15.42121932,77,1,1,1,1,1,6267.0,5.887245003,11.0,0.19999999999999996,Europe
Austria,1999,8092254,23.0443171,60,0.8,1,1,-1,-1,13805.0,7.62309778,-17.0,-0.19999999999999996,Europe
Austria,2000,8110244,33.73013295,82,1,1,1,1,1,17990.0,10.685815849999997,22.0,0.19999999999999996,Europe
Austria,2001,8032926,39.18545018,70,0.9,-1,1,-1,-1,-77318.0,5.455317229999999,-12.0,-0.09999999999999998,Europe
Austria,2002,8082121,36.56,65,0.8,1,-1,-1,-1,39828.0,-2.6254501799999943,-5.0,-0.09999999999999998,Europe
Austria,2003,8118245,42.7,50,0.6,1,1,-1,-1,36124.0,6.140000000000001,-15.0,-0.20000000000000007,Europe
Austria,2004,8169441,54.28,59,0.7,1,1,1,1,51196.0,11.579999999999998,9.0,0.09999999999999998,Europe
Austria,2005,8225278,58,54,0.7,1,1,-1,0,55837.0,3.719999999999999,-5.0,0.0,Europe
Austria,2006,8267948,63.6,61,0.7,1,1,1,0,42670.0,5.600000000000001,7.0,0.0,Europe
Austria,2007,8298923,69.37,45,0.5,1,1,-1,-1,30975.0,5.770000000000003,-16.0,-0.19999999999999996,Europe
Austria,2008,8331930,72.87,45,0.5,1,1,0,0,30976.0,3.5,0.0,0.0,Europe
Austria,2009,8355260,73.45,43,0.5,1,1,-1,0,18711.0,0.5799999999999983,-2.0,0.0,Europe
Austria,2010,8375290,75.17,53,0.6,1,1,1,1,10015.0,1.7199999999999989,10.0,0.09999999999999998,Europe
Azerbaijan,2008,8680100,17.08,192,2.1,1,1,1,0,98800.0,2.539999999999999,3.0,0.0,Asia
Azerbaijan,2010,8997586,46,206,2.2,1,1,1,1,158743.0,14.46,7.0,0.050000000000000044,Asia
Bahamas,2007,334000,27,78,23.7,1,1,1,-1,4341.285714285715,2.7142857142857144,0.5714285714285714,-0.17142857142857132,Caribbean
Bahamas,2008,338280,31.54,72,21.6,1,1,-1,-1,4280.0,4.539999999999999,-6.0,-2.099999999999998,Caribbean
Bahamas,2009,342400,33.88,87,25.7,1,1,1,1,4120.0,2.3400000000000034,15.0,4.099999999999998,Caribbean
Bahamas,2010,351461,43,94,27.4,1,1,1,1,9061.0,9.119999999999997,7.0,1.6999999999999993,Caribbean
Bahrain,2008,1106508.752,51.95,6,0.6,1,1,1,1,67212.00900000008,19.040000000000006,2.0,0.19999999999999996,Middle East
Barbados,2010,277821,65.1,31,11.3,1,1,1,1,2781.1,6.1126321645,1.1,0.38000000000000006,Caribbean
Belarus,1997,10236127,0.049020891,1021,10,-1,1,1,1,-28261.0,0.019722596999999998,51.0,0.5,Europe
Belarus,1998,10203837,0.073868897,1036,10.2,-1,1,1,1,-32290.0,0.024848006000000006,15.0,0.1999999999999993,Europe
Belarus,1999,10045237,0.494881245,974,9.6,-1,1,-1,-1,-158600.0,0.42101234800000004,-62.0,-0.5999999999999996,Europe
Belarus,2000,10019480,1.860398126,1013,10.1,-1,1,1,1,-159641.0,1.365516881,39.0,0.5,Europe
Belarus,2002,9924766,8.950971315,989,9.9,-1,1,-1,-1,-47357.0,3.5452865945000003,-12.0,-0.09999999999999964,Europe
Belarus,2006,9732501,16.2,734,7.5,-1,1,-1,-1,-48066.25,1.8122571712499997,-63.75,-0.6000000000000001,Europe
Belarus,2007,9702116,19.7,649,6.7,-1,1,-1,-1,-30385.0,3.5,-85.0,-0.7999999999999998,Europe
Belarus,2008,9680841,23,541,5.6,-1,1,-1,-1,-21275.0,3.3000000000000007,-108.0,-1.1000000000000005,Europe
Belarus,2009,9503807,27.43,473,4.9,-1,1,-1,-1,-177034.0,4.43,-68.0,-0.6999999999999993,Europe
Belgium,2001,10296350,31.28839551,282,2.8,1,1,1,1,45100.0,1.85670382,67.0,0.6999999999999997,Europe
Belgium,2002,10332785,46.33,318,3.1,1,1,1,1,69371.0,15.041604489999997,36.0,0.30000000000000027,Europe
Belgium,2003,10355844,49.97,228,2.2,1,1,-1,-1,46119.0,3.6400000000000006,-90.0,-0.8999999999999999,Europe
Belgium,2004,10396421,53.86,265,2.6,1,1,1,1,40577.0,3.8900000000000006,37.0,0.3999999999999999,Europe
Belgium,2006,10511382,59.72,221,2.1,1,1,-1,-1,57480.5,2.9299999999999997,-22.0,-0.25,Europe
Belgium,2007,10622604,64.44,211,2,1,1,-1,-1,111222.0,4.719999999999999,-10.0,-0.10000000000000009,Europe
Belgium,2008,10666866,66,200,1.9,1,1,-1,-1,44262.0,1.5600000000000023,-11.0,-0.10000000000000009,Europe
Belgium,2009,10796493,70,186,1.7,1,1,-1,-1,129627.0,4.0,-14.0,-0.19999999999999996,Europe
Belgium,2010,10839905,75,180,1.7,1,1,-1,0,43412.0,5.0,-6.0,0.0,Europe
Bermuda,2001,62455,47.5096999,2,3.2,1,1,1,1,324.0,4.559839879999998,1.0,1.6,Caribbean
Bermuda,2002,62754,52.03159737,3,4.7,1,1,1,1,299.0,4.521897469999999,1.0,1.5,Caribbean
Bermuda,2003,63042,56.52201218,2,3.1,1,1,-1,-1,288.0,4.490414809999997,-1.0,-1.6,Caribbean
Bermuda,2004,63320,60.99086701,2,3.1,1,1,0,0,278.0,4.468854830000005,0.0,0.0,Caribbean
Bermuda,2005,63571,65.44706579,3,4.7,1,1,1,1,251.0,4.456198779999994,1.0,1.6,Caribbean
Bermuda,2006,63797,69.89965516,3,4.7,1,1,0,0,226.0,4.452589369999998,0.0,0.0,Caribbean
Bermuda,2007,64009,74.35059403,3,4.7,1,1,0,0,212.0,4.450938870000002,0.0,0.0,Caribbean
Bermuda,2008,64209,82.3,5,7.7,1,1,1,1,200.0,7.949405970000001,2.0,3.0,Caribbean
Bermuda,2009,64395,83.25,6,9.3,1,1,1,1,186.0,0.9500000000000028,1.0,1.6000000000000005,Caribbean
Bermuda,2010,64237,84.21,7,10.8,-1,1,1,1,-158.0,0.9599999999999937,1.0,1.5,Caribbean
Bermuda,2011,64722,88.336,8,12.3,1,1,1,1,156.0,4.126000000000005,1.0,1.5,Caribbean
Bosnia and Herzegovina,2009,3842566,37.74,67,1.8,1,1,1,1,301.0,3.0800000000000054,1.0,0.10000000000000009,Europe
Bosnia and Herzegovina,2010,3843126,42.75,56,1.5,1,1,-1,-1,560.0,5.009999999999998,-11.0,-0.30000000000000004,Europe
Bulgaria,1996,8340936,0.725251167,438,5.3,-1,1,-1,-1,-43779.0,0.605585618,-56.0,-0.6000000000000005,Europe
Bulgaria,1997,8312068,1.219813132,398,4.9,-1,1,-1,-1,-28868.0,0.49456196500000005,-40.0,-0.39999999999999947,Europe
Bulgaria,1998,8256786,1.844965121,381,4.7,-1,1,-1,-1,-55282.0,0.6251519889999999,-17.0,-0.20000000000000018,Europe
Bulgaria,1999,8210624,2.908154025,327,4.1,-1,1,-1,-1,-46162.0,1.063188904,-54.0,-0.6000000000000005,Europe
Bulgaria,2000,8170172,5.370923469,332,4.1,-1,1,1,0,-40452.0,2.462769444,5.0,0.0,Europe
Bulgaria,2001,7928901,7.612297749,308,3.9,-1,1,-1,-1,-241271.0,2.2413742799999996,-24.0,-0.19999999999999973,Europe
Bulgaria,2002,7868900,9.08,255,3.2,-1,1,-1,-1,-44401.0,1.4677022510000004,-53.0,-0.6999999999999997,Europe
Bulgaria,2003,7823557,12.04,247,3.2,-1,1,-1,0,-45343.0,2.959999999999999,-8.0,0.0,Europe
Bulgaria,2004,7781161,18.13,240,3.1,-1,1,-1,-1,-42396.0,6.09,-7.0,-0.10000000000000009,Europe
Bulgaria,2005,7739900,19.97,199,2.6,-1,1,-1,-1,-41261.0,1.8399999999999999,-41.0,-0.5,Europe
Bulgaria,2006,7699020,27.09,186,2.4,-1,1,-1,-1,-40880.0,7.120000000000001,-13.0,-0.20000000000000018,Europe
Bulgaria,2007,7572673,33.64,177,2.3,-1,1,-1,-1,-126347.0,6.550000000000001,-9.0,-0.10000000000000009,Europe
Bulgaria,2008,7518002,39.67,172,2.3,-1,1,-1,0,-54671.0,6.030000000000001,-5.0,0.0,Europe
Bulgaria,2009,7467119,45,150,2,-1,1,-1,-1,-50883.0,5.329999999999998,-22.0,-0.2999999999999998,Europe
Bulgaria,2010,7421766,46.23,147,2,-1,1,-1,0,-45353.0,1.2299999999999969,-3.0,0.0,Europe
Cambodia,2004,12824170,0.300436644,511,3.9,1,1,-1,-1,231085.66666666666,0.047351943,-47.0,-0.44999999999999996,Asia
Canada,1996,28846760,6.76023965,635,2.1,-1,1,1,1,-768565.0,2.5967143969999995,47.0,0.10000000000000009,North America
Canada,1997,30010974,15.07235736,586,2,1,1,-1,-1,339082.0,8.312117709999999,-49.0,-0.10000000000000009,North America
Canada,1998,30301185,24.8974003,558,1.9,1,1,-1,-1,290211.0,9.825042940000001,-28.0,-0.10000000000000009,North America
Canada,2001,30007090,60.2,553,1.8,-1,1,-1,-1,-98031.66666666667,11.767533233333333,-1.6666666666666667,-0.03333333333333329,North America
Canada,2002,31413990,61.59329927,582,1.9,1,1,1,1,1406900.0,1.39329927,29.0,0.09999999999999987,North America
Canada,2003,31629677,64.2,549,1.7,1,1,-1,-1,215687.0,2.60670073,-33.0,-0.19999999999999996,North America
Canada,2004,31946316,65.95596346,624,2,1,1,1,1,316639.0,1.7559634600000038,75.0,0.30000000000000004,North America
Canada,2005,32270507,71.66,663,2.1,1,1,1,1,324191.0,5.70403653999999,39.0,0.10000000000000009,North America
Canada,2006,31612895,72.4,606,1.9,-1,1,-1,-1,-657612.0,0.7400000000000091,-57.0,-0.20000000000000018,North America
Canada,2007,32976026,73.2,594,1.8,1,1,-1,-1,352536.0,0.7999999999999972,-12.0,-0.09999999999999987,North America
Canada,2008,33311389,76.7,611,1.8,1,1,1,0,335363.0,3.5,17.0,0.0,North America
Canada,2009,33720184,80.3,610,1.8,1,1,-1,0,408795.0,3.5999999999999943,-1.0,0.0,North America
Canada,2010,34126181,80.3,554,1.6,1,0,-1,-1,405997.0,0.0,-56.0,-0.19999999999999996,North America
Cayman Islands,2008,57009,61,5,8.4,1,1,1,1,2508.5,8.25,2.0,3.1,Caribbean
Chile,2006,16432674,34.49775117,590,3.6,1,1,1,1,165396.0,3.3224041399999997,14.0,0.10000000000000009,South America
Chile,2007,16598074,35.9,616,3.7,1,1,1,1,165400.0,1.4022488299999978,26.0,0.10000000000000009,South America
Chile,2008,16763470,37.3,588,3.5,1,1,-1,-1,165396.0,1.3999999999999986,-28.0,-0.20000000000000018,South America
Chile,2009,16928873,41.56,630,3.7,1,1,1,1,165403.0,4.260000000000005,42.0,0.20000000000000018,South America
Chile,2010,17094275,45,541,3.2,1,1,-1,-1,165402.0,3.4399999999999977,-89.0,-0.5,South America
Costa Rica,1996,3202440,0.84105704,189,5.3,1,1,1,0,66420.0,0.424227834,5.0,0.0,South America
Costa Rica,1997,3270700,1.640221288,210,5.8,1,1,1,1,68260.0,0.799164248,21.0,0.5,South America
Costa Rica,1998,3340909,2.666378698,224,6,1,1,1,1,70209.0,1.02615741,14.0,0.20000000000000018,South America
Costa Rica,1999,3837658,3.904323257,245,6.4,1,1,1,1,496749.0,1.2379445590000002,21.0,0.40000000000000036,South America
Costa Rica,2000,3810179,5.800253023,249,6.4,-1,1,1,0,-27479.0,1.8959297659999996,4.0,0.0,South America
Costa Rica,2001,4008267,9.559482135,257,6.4,1,1,1,0,198088.0,3.759229112,8.0,0.0,South America
Costa Rica,2002,4089550,19.89485113,258,6.3,1,1,1,-1,81283.0,10.335368995,1.0,-0.10000000000000053,South America
Costa Rica,2003,4088773,20.33361481,300,7.2,-1,1,1,1,-777.0,0.438763680000001,42.0,0.9000000000000004,South America
Costa Rica,2004,4248481,20.79230671,280,6.6,1,1,-1,-1,159708.0,0.45869189999999804,-20.0,-0.6000000000000005,South America
Costa Rica,2005,4325808,22.07,335,7.8,1,1,1,1,77327.0,1.277693290000002,55.0,1.2000000000000002,South America
Costa Rica,2006,4353843,25.1,351,8,1,1,1,1,28035.0,3.030000000000001,16.0,0.20000000000000018,South America
Costa Rica,2007,4443100,28.4,369,8.3,1,1,1,1,89257.0,3.299999999999997,18.0,0.3000000000000007,South America
Costa Rica,2008,4451205,32.29,512,11.3,1,1,1,1,8105.0,3.8900000000000006,143.0,3.0,South America
Costa Rica,2009,4509290,34.33,525,11.4,1,1,1,1,58085.0,2.039999999999999,13.0,0.09999999999999964,South America
Costa Rica,2010,4563539,36.5,527,11.3,1,1,1,-1,54249.0,2.1700000000000017,2.0,-0.09999999999999964,South America
Croatia,1996,4493581,0.858982368,122,2.6,-1,1,-1,-1,-282431.0,0.34495377800000004,-44.0,-1.0,Europe
Croatia,1997,4572474,1.729609312,118,2.6,1,1,-1,0,78893.0,0.870626944,-4.0,0.0,Europe
Croatia,1998,4501149,3.273220279,131,2.9,-1,1,1,1,-71325.0,1.5436109669999998,13.0,0.2999999999999998,Europe
Croatia,1999,4553769,4.405359119,121,2.7,1,1,-1,-1,52620.0,1.13213884,-10.0,-0.19999999999999973,Europe
Croatia,2000,4502499,6.644882544,111,2.5,-1,1,-1,-1,-51270.0,2.239523425,-10.0,-0.20000000000000018,Europe
Croatia,2001,4437460,11.55857318,83,1.9,-1,1,-1,-1,-65039.0,4.913690636,-28.0,-0.6000000000000001,Europe
Croatia,2002,4305494,17.76,80,1.8,1,1,-1,-1,10088.0,6.201426820000002,-3.0,-0.09999999999999987,Europe
Croatia,2003,4305384,22.75,69,1.5,-1,1,-1,-1,-110.0,4.989999999999998,-11.0,-0.30000000000000004,Europe
Croatia,2004,4305725,30.91,83,1.9,1,1,1,1,341.0,8.16,14.0,0.3999999999999999,Europe
Croatia,2005,4310861,33.14,68,1.5,1,1,-1,-1,5136.0,2.2300000000000004,-15.0,-0.3999999999999999,Europe
Croatia,2006,4312487,37.98,74,1.7,1,1,1,1,1626.0,4.839999999999996,6.0,0.19999999999999996,Europe
Croatia,2007,4313530,41.44,62,1.4,1,1,-1,-1,1043.0,3.460000000000001,-12.0,-0.30000000000000004,Europe
Croatia,2008,4311967,44.24,71,1.6,-1,1,1,1,-1563.0,2.8000000000000043,9.0,0.20000000000000018,Europe
Croatia,2009,4309796,50.58,49,1.1,-1,1,-1,-1,-2171.0,6.339999999999996,-22.0,-0.5,Europe
Croatia,2010,4302847,56.55,62,1.4,-1,1,1,1,-6949.0,5.969999999999999,13.0,0.2999999999999998,Europe
Cuba,2003,11215229,5.241269054,639,5.7,-1,1,-1,-1,-35750.0,1.4706840159999999,-20.0,-0.20000000000000018,Caribbean
Cuba,2004,11235687,8.407984759,663,5.9,1,1,1,1,20458.0,3.1667157049999997,24.0,0.20000000000000018,Caribbean
Cuba,2005,11242519,9.738062208,687,6.1,1,1,1,1,6832.0,1.330077449000001,24.0,0.1999999999999993,Caribbean
Cuba,2006,11241440,11.15960131,575,5.1,-1,1,-1,-1,-1079.0,1.4215391019999988,-112.0,-1.0,Caribbean
Cuba,2007,11237916,11.69,563,5,-1,1,-1,-1,-3524.0,0.5303986900000002,-12.0,-0.09999999999999964,Caribbean
Cuba,2008,11236444,12.94,518,4.6,-1,1,-1,-1,-1472.0,1.25,-45.0,-0.40000000000000036,Caribbean
Cuba,2009,11239363,14.33,563,5,1,1,1,1,2919.0,1.3900000000000006,45.0,0.40000000000000036,Caribbean
Czech Republic,1996,10309137,1.940378193,173,1.7,-1,1,-1,0,-12207.0,0.48680235299999985,-3.0,0.0,Europe
Czech Republic,1997,10299125,2.915698695,187,1.8,-1,1,1,1,-10012.0,0.9753205020000002,14.0,0.10000000000000009,Europe
Czech Republic,1998,10289621,3.895906065,174,1.7,-1,1,-1,-1,-9504.0,0.98020737,-13.0,-0.10000000000000009,Europe
Czech Republic,1999,10278098,6.832802018,172,1.7,-1,1,-1,0,-16845.0,2.9368959529999996,-2.0,0.0,Europe
